segment,trial,r2,abs_bias_gt63,bias_gt63,pr_auc_troncon,pr_auc_tour,mae_gt63,mae_global,is_pareto,hp_max_depth,hp_learning_rate,hp_n_estimators,hp_subsample,hp_colsample_bytree,hp_min_child_weight,hp_reg_lambda,hp_reg_alpha,hp_gamma
bas,49,0.629898650033123,27.43674526445077,-27.43674526445077,0.5009544904266925,0.5890243718692262,27.676292785176305,7.365314051983239,False,8,0.05311608827231263,152,0.8337377980053566,0.7743088516381872,9,4.866550748632429,1.2132208482773423,4.285174928883004
haut,0,0.42228246218967147,41.36504210701152,-41.36504210701152,0.24708130512297552,0.26129956017663986,42.351336145845636,5.357011026325324,False,5,0.2536999076681771,466,0.8394633936788146,0.6624074561769746,2,0.2904180608409973,1.7323522915498704,3.005575058716044
haut,1,0.517977245617611,46.07047850085843,-46.07047850085843,0.2959730184463777,0.3006733737706531,46.22720189248362,4.615426774171163,False,8,0.010725209743171997,585,0.9329770563201687,0.6849356442713105,2,0.9170225492671691,0.6084844859190754,2.6237821581611893
haut,2,0.5225142885503795,44.43875121680959,-44.43875121680959,0.32323604197726447,0.3275683039261702,44.763086622713075,4.656912179343425,False,6,0.02692655251486473,406,0.6557975442608167,0.7168578594140872,4,2.28034992108518,1.5703519227860272,0.9983689107917987
haut,3,0.5178081951002074,45.222927544314054,-45.222927544314054,0.3052214991065528,0.3045588088971683,45.37588472224532,4.728424881908189,False,7,0.07500118950416987,123,0.8430179407605753,0.6682096494749166,1,4.7444276862666666,1.9312640661491187,4.041986740582305
haut,4,0.5089625429978074,45.2491797240511,-45.2491797240511,0.3310391265266083,0.34282349940257306,45.49091130620049,4.745473900051136,False,5,0.013940346079873234,442,0.7760609974958405,0.6488152939379115,5,0.17194260557609198,1.8186408041575641,1.2938999080000846
haut,5,0.5209357713199236,45.483523642031415,-45.483523642031415,0.2990717754199036,0.2993961987207288,45.72738704928948,4.603693657254527,False,8,0.028869220380495747,360,0.8186841117373118,0.6739417822102108,10,3.8756641168055728,1.8789978831283782,4.474136752138244
haut,6,0.48849012206410625,42.81003044670628,-42.81003044670628,0.3005911671649625,0.3075863036745433,42.89623271130746,4.987341836441838,False,7,0.22999586428143734,144,0.678393144967658,0.6180909155642152,4,1.9433864484474102,0.5426980635477918,4.143687545759647
haut,7,0.50927023548852,45.4818502039198,-45.4818502039198,0.3246818847586858,0.3332112214682067,45.72282923243699,4.6843704319874195,False,5,0.026000059117302653,371,0.6563696899899051,0.9208787923016158,1,4.9344346830025865,1.5444895385933148,0.993578407670862
haut,8,0.4695499771858508,44.14374853593688,-44.14374853593688,0.2990541586673994,0.3231590651405871,45.35132467237211,4.9569644765275935,False,3,0.16015312171361207,454,0.8916028672163949,0.9085081386743783,1,1.7923286427213632,0.23173811905025943,4.315517129377968
haut,9,0.5000804837211577,47.18678571802955,-47.18678571802955,0.2976266875439777,0.3022880553473238,47.22978456722152,4.702806419810974,False,7,0.030816017044468066,131,0.7243929286862648,0.7300733288106988,8,3.1877873567760657,1.774425485152653,2.3610746258097466
haut,10,0.4873335024737142,47.17434900181909,-47.17434900181909,0.24992063859085112,0.2542586306507404,47.42613920232942,4.813677998360823,False,10,0.09774585092201223,241,0.972916136764715,0.8262452362725613,6,2.1137566250973716,0.988893985011174,0.39805510668886024
haut,11,0.5231632584383072,44.13294015199907,-44.13294015199907,0.3286638357263103,0.3389840816776471,44.43340266558432,4.647947507110446,False,6,0.06441640875016831,239,0.6080164944969302,0.7737425087025646,4,2.5202878701697347,1.2143685480664512,1.7324391202367515
haut,12,0.489609522757824,46.29463382767093,-46.29463382767093,0.30760389921406206,0.3178415014281864,46.48371781303037,4.846002914469541,False,3,0.06537469750813098,242,0.6028420826290251,0.7892390916264928,4,3.0995168084723357,0.9486624609817955,3.3839437339221035
haut,13,0.4195619859284714,45.00374791122252,-45.00374791122252,0.24111818343581615,0.25068209286432247,47.13890544099193,5.3171768864950595,False,10,0.2685474249211776,247,0.6025014712509039,0.6043061048609373,7,1.419271871390957,1.1630885886986682,1.9344035083248672
haut,14,0.4869260023857104,46.493210204282114,-46.493210204282114,0.2567646215039621,0.24610299079181674,46.517014161329115,4.789202704210795,False,8,0.13107151440340864,186,0.6954496400799636,0.998536099421747,4,2.7939929152165712,0.22604475485169512,3.6203139302472933
haut,15,0.5266089990973835,43.57408103125711,-43.57408103125711,0.3175195978483678,0.3303671408332782,43.83839411995103,4.650082812412158,False,6,0.06372426959023102,280,0.7277507826739509,0.8043021668305118,3,3.7952008889560385,0.5720416129310959,4.886332327975389
